"id_Filme"	"Titulo"	"director"	"cast"	"country"	"data_lancamento"	"Classificacao_indicativa"	"Duracao_min"	"Sinopse"	"listed_in"
"3544"	"The Discovery"	"Charlie McDowell"	"Jason Segel, Rooney Mara, Robert Redford, Riley Keough, Jesse Plemons, Ron Canada"	"United States"	"2017"	"TV-MA"	"102 min"	"A scientist whose proof of an afterlife caused a rash of suicides forges ahead with his research, while his disapproving son falls for a troubled woman."	"Dramas, Filmes Independentes, Romantic Movies"
"3545"	"Jo Koy: Live from Seattle"	"Shannon Hartman"	"Jo Koy"	"United States"	"2017"	"TV-MA"	"63 min"	"Between raising a teenage boy and growing up with a Filipino mother, stand-up comic Jo Koy has been through a lot. He's here to tell you all about it."	"Stand-Up Comedy"
"3546"	"Felipe Neto: My Life Makes No Sense"	"Diego Pignataro"	"Felipe Neto"	"Brazil"	"2017"	"TV-MA"	"91 min"	"YouTube sensation Felipe Neto brings the stories from his autobiographical book ""Não Faz Sentido!"" to the stage in this comedy special."	"Stand-Up Comedy"
"3547"	"The C Word"	"Meghan O'Hara"	"Morgan Freeman"	"United States"	"2016"	"TV-14"	"93 min"	"To solve the mystery of cancer, challenging the status quo is a must. Witness how lifestyle and societal changes may help beat the disease."	"Documentarios"
"3548"	"The Most Hated Woman in America"	"Tommy O'Haver"	"Melissa Leo, Josh Lucas, Vincent Kartheiser, Juno Temple, Adam Scott, Peter Fonda, Sally Kirkland, Rory Cochrane"	"United States"	"2017"	"TV-MA"	"93 min"	"This drama follows the controversial life of outspoken atheist Madalyn Murray O'Hair, from her landmark court battles to her infamous abduction."	"Dramas"
"3549"	"Best Worst Thing That Ever Could Have Happened"	"Lonny Price"	"Stephen Sondheim, Harold Prince, Jason Alexander, Mandy Patinkin, Lonny Price"	"United States"	"2016"	"TV-MA"	"97 min"	"The cast and crew of the 1981 Broadway musical ""Merrily We Roll Along"" recall joy and heartbreak during the production of a surefire hit that wasn't."	"Documentarios"
"3550"	"Deidra & Laney Rob a Train"	"Sydney Freeland"	"Rachel Crow, Ashleigh Murray, Sasheer Zamata, Danielle Nicolet, David Sullivan, Tim Blake Nelson, Missi Pyle, Arturo Castro, Sharon Lawrence, Brooke Markham, Kinna McInroe, Myko Olivier, Lance Gray"	"United States"	"2017"	"TV-14"	"92 min"	"With their mother in jail and bills piling up, ambitious small-town teens Deidra and Laney plot a series of train robberies to keep themselves afloat."	"Comedias, Dramas, Filmes Independentes"
"3551"	"Pandora"	"Jung-woo Park"	"Nam-gil Kim, Young-ae Kim, Jeong-hee Moon, Joo-hyun Kim, Jin-young Jung, Kyeong-yeong Lee, Shin-il Kang, Dae-Myung Kim, Seung-mok Yoo, Myung-min Kim"	"South Korea"	"2016"	"TV-MA"	"137 min"	"When an earthquake hits a Korean village housing a run-down nuclear power plant, a man risks his life to save the country from imminent disaster."	"Dramas, Filmes Internacionais, Thrillers"
"3552"	"Howards End"	"James Ivory"	"Anthony Hopkins, Vanessa Redgrave, Helena Bonham Carter, Emma Thompson, James Wilby, Samuel West, Jemma Redgrave, Joseph Bennett, Nicola Duffett, Susie Lindeman"	"United Kingdom, Japan, United States"	"1992"	"PG"	"143 min"	"When a husband, acting in his family's ""best interest,"" does not accept his wife's deathbed wish, providence dictates that he pay for his duplicity."	"Filmes Classicos, Dramas, Filmes Independentes"
"3553"	"Asoka"	"Santosh Sivan"	"Shah Rukh Khan, Kareena Kapoor, Danny Denzongpa, Rahul Dev, Hrishitaa Bhatt, Gerson Da Cunha, Subhashini Ali, Umesh Mehra, Sooraj Balaji"	"India"	"2001"	"R"	"168 min"	"This elaborate Bollywood epic dramatizes one man's transformation from a vengeful and cunning warrior into a legendary leader and teacher of Buddhism."	"Ação e Aventura, Dramas, Filmes Internacionais"
"3554"	"Bon Cop, Bad Cop"	"Erik Canuel"	"Patrick Huard, Colm Feore, Sylvain Marcel, Lucie Laurier, Pierre Lebeau, Ron Lea, Sarain Boylan, Louis-José Houde"	"Canada"	"2006"	"TV-MA"	"117 min"	"An English-speaking officer from Toronto and a French-speaking cop from Montreal are forced to work together to solve a crime."	"Ação e Aventura, Comedias, Filmes Internacionais"
"3555"	"Notes on Blindness"	"Peter Middleton, James Spinney"	"Dan Renton Skinner, Simone Kirby"	"United Kingdom"	"2016"	"TV-PG"	"87 min"	"Based on the audio diaries of academic and theologian John Hull, this film offers an impressionistic re-creation of his slow descent into blindness."	"Documentarios, Dramas, Filmes Internacionais"
"3556"	"One 2 Ka 4"	"Shashilal K. Nair"	"Shah Rukh Khan, Juhi Chawla, Jackie Shroff, Nirmal Pandey, Dilip Joshi, Sahila Chaddha, Suresh Chatwal, Bharat Dabholkar, Baby Gazala, Akash Khurana"	"India"	"2001"	"TV-14"	"160 min"	"When his partner is killed, a young cop is forced to care for the man's four children, and solicits the help of a woman who moves in with them."	"Ação e Aventura, Comedias, Dramas"
"3557"	"Jim Norton: Mouthful of Shame"	"Shannon Hartman"	"Jim Norton"	"United States"	"2017"	"TV-MA"	"62 min"	"In this unrestricted jaunt through a gleefully filthy mind, comic Jim Norton offers a personal perspective on romance, desire and sexual proclivities."	"Stand-Up Comedy"
"3558"	"100 Meters"	"Marcel Barrena"	"Dani Rovira, Karra Elejalde, Alexandra Jiménez, David Verdaguer, Clara Segura, Alba Ribas, Bruno Bergonzini, Ricardo Pereira, Manuela Couto, Marc Balaguer"	"Portugal, Spain"	"2016"	"TV-MA"	"109 min"	"A man who is diagnosed with multiple sclerosis responds by training for an Ironman triathlon, with his cranky father-in-law's help."	"Dramas, Filmes Internacionais, Sports Movies"
"3559"	"Burning Sands"	"Gerard McMurray"	"Trevor Jackson, Alfre Woodard, Trevante Rhodes, Steve Harris, DeRon Horton, Rotimi, Serayah, Tosin Cole, Malik Bazille, Octavius J. Johnson, Davyon St. Usaire, Mitchell Edwards, Nafessa Williams, Christian Robinson, Imani Hakim, Raquel Bianca John"	"United States"	"2017"	"TV-MA"	"102 min"	"Promising student Zurich opens his eyes to some hard truths when his fraternity's violent hazing escalates into a disastrous hell night."	"Dramas, Filmes Independentes"
"3560"	"The Butterfly's Dream"	"Yılmaz Erdoğan"	"Kıvanç Tatlıtuğ, Mert Fırat, Belçim Bilgin, Farah Zeynep Abdullah, Yılmaz Erdoğan, Ahmet Mümtaz Taylan, Taner Birsel, Selman Ünlüsoy, İpek Bilgin, Aksel Bonfil, Devrim Yakut, Salih Kalyon"	"Turkey"	"2013"	"TV-PG"	"118 min"	"Forced to work in a coal mine during World War II, two young poets find some escape when they both fall for the same woman."	"Dramas, Filmes Internacionais, Romantic Movies"
"3561"	"Amy Schumer: The Leather Special"	"Amy Schumer"	"Amy Schumer"	"United States"	"2017"	"TV-MA"	"57 min"	"Comic sensation Amy Schumer riffs on sex, dating and the absurdities of fame in a bold and uncensored stand-up set at Denver's Bellco Theater."	"Stand-Up Comedy"
"3562"	"Nila"	"Selvamani Selvaraj"	"Sruthi Hariharan, Vicky R"	"India"	"2016"	"TV-MA"	"94 min"	"When a cabbie chances upon his childhood sweetheart, he tries to rekindle old feelings but finds that mature love is a more complicated matter."	"Dramas, Filmes Internacionais, Romantic Movies"
"3563"	"Mike Birbiglia: Thank God for Jokes"	"Seth Barrish, Mike Birbiglia"	"Mike Birbiglia"	"United States"	"2017"	"TV-MA"	"71 min"	"Comedian Mike Birbiglia takes the stage in Brooklyn and hits on hard truths about puppets, late people and the very real dangers of being funny."	"Stand-Up Comedy"
"3564"	"Force 2"	"Abhinay Deo"	"John Abraham, Sonakshi Sinha, Tahir Raj Bhasin, Narendra Jha, Adil Hussain, Vikram Kapadia, Patricia Hittler, Genelia D'souza, Raj Babbar, Freddy Daruwala, Boman Irani"	"India"	"2016"	"TV-14"	"123 min"	"An ex-cop investigates the death of his best friend and two other spies, killings that lead to a mole operating from India's embassy in Budapest."	"Ação e Aventura, Filmes Internacionais"
"3565"	"Jonas"	"Lô Politi"	"Jesuíta Barbosa, Laura Neiva, Criolo, Ana Cecília Costa, João Fábio Cabral, Ariclenes Barroso, Karol Conká, Chay Suede, Luciana Souza, Chris Couto, Roberto Berindelli"	"Brazil"	"2015"	"TV-MA"	"97 min"	"During Carnival, two teens from different classes meet years after being kept apart. Bad decisions lead the boy to hide with the girl inside a float."	"Dramas, Filmes Internacionais"
"3566"	"Operações Especiais"	"Tomas Portella"	"Cleo Pires, Marcos Caruso, Thiago Martins, Fabrício Boliveira, Fabiula Nascimento, Antonio Pedro Tabet, Fábio Lago, Analú Prestes, Gillray Coutinho, Augusto Madeira"	"Brazil"	"2015"	"TV-MA"	"99 min"	"In a crime-plagued area of Rio de Janeiro, a team of honest cops, including a determined rookie, fights corruption and mistrust on all sides."	"Ação e Aventura, Filmes Internacionais"
"3567"	"I Don't Feel at Home in This World Anymore"	"Macon Blair"	"Melanie Lynskey, Elijah Wood, David Yow, Jane Levy, Devon Graye, Christine Woods, Robert Longstreet, Gary Anthony Williams"	"United States"	"2017"	"TV-MA"	"97 min"	"A timid nursing assistant gets a new lease on life when she and a neighborhood loner track down the degenerates who broke into her house."	"Dramas, Filmes Independentes, Thrillers"
"3568"	"Trevor Noah: Afraid of the Dark"	"David Paul Meyer"	"Trevor Noah"	"United States"	"2017"	"TV-14"	"67 min"	"The ""Daily Show"" host ponders the perils of naming countries, how traffic lights turn New Yorkers invincible and why you shouldn't drink in Scotland."	"Stand-Up Comedy"
"3569"	"Boy Missing"	"Mar Targarona"	"Blanca Portillo, Antonio Dechent, Vicente Romero, Marc Domènech, Nausicaa Bonnín, Andrés Herrera, José Coronado, Macarena Gómez, Paco Manzanedo, Sergi Subirà"	"Spain"	"2016"	"TV-MA"	"105 min"	"When her son is kidnapped and later found traumatized, a lawyer takes justice into her own hands, causing events that spiral out of control."	"Filmes Internacionais, Thrillers"
"3570"	"Growing Up Wild"	"Keith Scholey"	"Daveed Diggs"	"United States"	"2016"	"G"	"78 min"	"Five baby animals from different parts of the world grow up learning to survive in the wild, nurtured by the love and guidance of their families."	"Filmes familiares e infantis, Documentarios"
"3571"	"Tini: The New Life of Violetta"	"Juan Pablo Buscarini"	"Martina Stoessel, Jorge Blanco, Adrián Salzedo, Mercedes Lambre, Diego Ramos, Clara Alonso, Sofia Carson, Leonardo Cecchi, Ridder van Kooten, Beatrice Arnera, Georgina Amorós"	"Spain, Italy, Argentina"	"2016"	"G"	"99 min"	"After completing a world tour, a teen pop star spends the summer at an Italian villa to recover from heartbreak and grow into a mature artist."	"Filmes familiares e infantis, Musicais"
"3572"	"Rocky Handsome"	"Nishikant Kamat"	"John Abraham, Diya Chalwad, Shruti Haasan, Nishikant Kamat, Sharad Kelkar, Nathalia Kaur"	"India"	"2016"	"TV-MA"	"119 min"	"A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter."	"Ação e Aventura, Filmes Internacionais"
"3573"	"A Heavy Heart"	"Thomas Stuber"	"Peter Kurth, Lena Lauzemis, Lina Wendel, Edin Hasanovic, Marko Dyrlich, Peter Schneider, Reiner Schöne, Udo Kroschwald"	"Germany"	"2015"	"TV-MA"	"109 min"	"Long past his heyday, a still-virile boxer tries to reconnect with his daughter as he confronts the onset of a terminal, degenerative neural disorder."	"Dramas, Filmes Independentes, Filmes Internacionais"
"3574"	"Rush: Beyond the Lighted Stage"	"Sam Dunn, Scot McFadyen"		"Canada"	"2010"	"TV-MA"	"107 min"	"Celebrate the remarkable 40-year career of influential Canadian rockers Rush with this documentary, which details the band's formation and evolution."	"Documentarios, Musicais"
"3575"	"The Fury of a Patient Man"	"Raúl Arévalo"	"Antonio de la Torre, Luis Callejo, Ruth Díaz, Raúl Jiménez, Manolo Solo, Font García, Pilar Gómez, Alicia Rubio"	"Spain"	"2016"	"TV-MA"	"92 min"	"After his lover is killed in a jewelry store robbery, quiet José romances café owner Ana, who's unaware he has other motivations."	"Filmes Internacionais, Thrillers"
"3576"	"The Memory of Water"	"Matías Bize"	"Elena Anaya, Benjamín Vicuña, Néstor Cantillana, Sergio Hernández, Silvia Marty, Etienne Bobenrieth, Antonia Zegers, Pablo Cerda"	"Chile, Spain, Argentina, Germany"	"2015"	"TV-MA"	"88 min"	"When the accidental death of a couple's young son sends them grieving in opposite directions, they're forced to re-examine their life and marriage."	"Dramas, Filmes Internacionais"
"3577"	"Girlfriend's Day"	"Michael Paul Stephenson"	"Bob Odenkirk, Amber Tamblyn, Natasha Lyonne, Alex Karpovsky, Stacy Keach, Andy Richter, Ed Begley Jr., David Sullivan, Larry Fessenden, June Diane Raphael, Rich Sommer, Steven Michael Quezada, Echo Kellum, Stephanie Courtney, Toby Huss, Tucker Smallwood, Kevin O'Grady, Nate Mooney"	"United States"	"2017"	"TV-MA"	"71 min"	"When he's caught up in a deadly conspiracy, an unemployed greeting card writer must create the perfect card for a new holiday to save his skin."	"Comedias, Filmes Independentes"
"3578"	"Katherine Ryan: In Trouble"	"Colin Dench"	"Katherine Ryan"	"United Kingdom"	"2017"	"TV-MA"	"64 min"	"Stand-up comic Katherine Ryan reminisces about unusual relationships, life in the hometown she hates and the time she enraged an entire nation."	"Stand-Up Comedy"
"3579"	"David Brent: Life on the Road"	"Ricky Gervais"	"Ricky Gervais, Doc Brown, Tom Basden, Jo Hartley, Tom Bennett, Andrew Brooke, Nina Sosanya, Andy Burrows, Kevin Bishop, Roisin Conaty, Diane Morgan, Ashley McGuire, Alexander Arnold, Mandeep Dhillon"	"United Kingdom, United States"	"2016"	"TV-MA"	"97 min"	"With ""The Office"" long in the past, middling salesman David Brent ditches work and goes on tour with his rock band in a disastrous stab at stardom."	"Comedias, Filmes Internacionais, Musicais"
"3580"	"Grillo vs Grillo"		"Beppe Grillo"	"Italy"	"2017"	"TV-MA"	"96 min"	"Outspoken comedian Beppe Grillo reminisces about his long career, including the triumphs and controversies that fueled his rise in Italian politics."	"Stand-Up Comedy"
"3581"	"Hitler - A Career"	"Joachim Fest, Christian Herrendoerfer"		"West Germany"	"1977"	"TV-MA"	"150 min"	"This documentary examines how Adolf Hitler's talent for manipulation, psychology and image-making led him from humble origins to near-world conquest."	"Documentarios, Filmes Internacionais"
"3582"	"Michael Bolton's Big, Sexy Valentine's Day Special"	"Scott Aukerman, Akiva Schaffer"	"Michael Bolton, Andy Samberg, Will Forte, Kenny G, Maya Rudolph, Adam Scott, Janeane Garofalo, Brooke Shields, Sinbad, Michael Sheen, Tim Robinson, Bob Saget, Mary Holland, Andy Richter, Colton Dunn, David Theune, Randall Park, Sarah Silverman, Mary Sohn, Fred Armisen, Matthew Kimbrough, Maya Erskine, Louie Anderson, Claudia O'Doherty, Kate Berlant, Baron Vaughn, Zachary Oyama, Casey Wilson, Sarah Shahi, Jimmy Graham, Luka Jones, Akiva Schaffer, Eric André, Scott Aukerman, Nicole Byer, Dave Ferguson, Tim Kalpakis, Mike Hanford, Mircea Monroe, Chris Parnell, Sal Stowers"	"United States"	"2017"	"TV-MA"	"54 min"	"After Santa tells him he needs 75,000 new babies by Christmas to meet toy supply, Michael Bolton hosts a telethon to inspire the world to make love."	"Comedias, Musicais, Romantic Movies"
"3583"	"Daniel Sosa: Sosafado"	"Raúl Campos, Jan Suter"	"Daniel Sosa"	"Mexico"	"2017"	"TV-MA"	"78 min"	"Comedian Daniel Sosa inhabits various characters, including a Tupperware dealer, a thirsty priest and a Trojan horse soldier in this stand-up special."	"Stand-Up Comedy"
"3584"	"Imperial Dreams"	"Malik Vitthal"	"John Boyega, Rotimi, Glenn Plummer, De'Aundre Bonds, Keke Palmer, Nora Zehetner, Todd Louiso"	"United States"	"2014"	"TV-MA"	"86 min"	"A young father returns home from jail eager to care for his son and become a writer, but crime, poverty and a flawed system threaten his plans."	"Dramas"
"3585"	"Dilwale"	"Rohit Shetty"	"Shah Rukh Khan, Kajol, Kriti Sanon, Kabir Bedi, Varun Dhawan, Boman Irani, Johnny Lever, Varun Sharma, Sanjay Mishra, Vinod Khanna, Mukesh Tiwari, Pankaj Tripathi, Shawar Ali"	"India"	"2015"	"TV-PG"	"154 min"	"A young couple falls in love, but conflicting loyalties drive them apart. Years later, fate intervenes and hands them a second chance."	"Ação e Aventura, Dramas, Filmes Internacionais"
"3586"	"Happy New Year"	"Farah Khan"	"Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan, Sonu Sood, Boman Irani, Vivaan Shah"	"India"	"2014"	"TV-14"	"179 min"	"A revenge-seeking diamond thief gathers a ragtag crew to infiltrate a Dubai hotel hosting a dance contest. But first they have to learn how to dance."	"Ação e Aventura, Comedias, Dramas"
"3587"	"Haraamkhor"	"Shlok Sharma"	"Nawazuddin Siddiqui, Shweta Tripathi, Harish Khanna, Irfan Khan, Trimala Adhikari, Mohd Samad"	"India"	"2015"	"TV-14"	"93 min"	"A selfish, manipulative schoolteacher takes advantage of a schoolgirl's vulnerability to gratify his dark, narcissistic desires."	"Dramas, Filmes Independentes, Filmes Internacionais"
"3588"	"Heroes Wanted"	"Joaquín Mazón"	"María León, Miki Esparbé, Jordi Sánchez, Andoni Agirregomezkorta, Juan Carlos Aduviri, Sílvia Abril, Carlos Areces, Joaquín Reyes"	"Spain"	"2016"	"TV-MA"	"97 min"	"When its special ops agency is wiped out, Spain hastily assembles a new team to defuse a terrorist plot. But who are these scrappy would-be heroes?"	"Ação e Aventura, Comedias, Filmes Internacionais"
"3589"	"The Reconquest"	"Jonás Trueba"	"Francesco Carril, Itsaso Arana, Candela Recio, Pablo Hoyos, Aura Garrido"	"Spain"	"2016"	"TV-MA"	"108 min"	"Years after they were childhood sweethearts, Manuela and Olmo share a night in Madrid, where they discuss their past and the possibility of a future."	"Dramas, Filmes Internacionais, Romantic Movies"
"3590"	"Zapped"	"Peter DeLuise"	"Zendaya, Chanelle Peloso, Spencer Boldman, Emilia McCarthy, Adam DiMarco, William Ainscough, Aleks Paunovic, Lucia Walters"	"Canada, United States"	"2014"	"TV-Y"	"92 min"	"A girl discovers a dog-training app that can get boys to obey her every command. But she soon learns that it isn't the cure-all she had hoped for."	"Filmes familiares e infantis, Comedias"
